baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,y
6.170286226,-2.661758507,0.366319607,-7.266219044,3.70E-13,3.08E-12,0
6.396033592,-6.418928885,0.556748606,-11.52931291,9.39E-31,3.39E-29,0
349.670799,2.976873126,1.042662643,2.855068364,0.004302757,0.008594352,0
1025.278875,3.081946277,0.447091257,6.893327103,5.45E-12,3.96E-11,0
21.21454206,-4.00040402,0.436658494,-9.161402035,5.12E-20,8.34E-19,0
485.1536479,-2.495609909,0.61290537,-4.071770345,4.67E-05,0.000132582,0
190.1894439,0.85255038,0.390446302,2.183527867,0.028996959,0.048359453,0
1010.892441,-4.331105343,0.72413128,-5.981105172,2.22E-09,1.16E-08,0
237.3973004,-3.163944368,0.666870094,-4.744468822,2.09E-06,7.34E-06,0
36.53109365,5.410606498,0.809100049,6.687190917,2.27E-11,1.53E-10,0
3.206181084,4.530275316,1.578101853,2.870711613,0.00409549,0.008219517,0
5.63141743,-1.902679865,0.772363851,-2.463450176,0.013760702,0.024786606,0
5.454101191,-2.901504869,0.979034644,-2.963638607,0.003040251,0.006258131,0
504.2467205,2.133925198,0.472738552,4.513964827,6.36E-06,2.07E-05,0
27.14224451,-4.529012991,0.553199607,-8.186941804,2.68E-16,3.16E-15,0
7.533377351,-3.166042501,0.836197078,-3.786239615,0.000152944,0.000398862,0
1543.410178,1.511015163,0.153330654,9.854618891,6.55E-23,1.34E-21,0
342.9619855,3.310253451,0.340740208,9.71488946,2.61E-22,5.12E-21,0
890.3400091,6.327940817,0.608276002,10.40307492,2.40E-25,5.91E-24,0
72.08988168,2.500196996,0.434447232,5.754892221,8.67E-09,4.23E-08,0
38.80721521,1.84399282,0.648568658,2.843172883,0.004466683,0.008893305,0
268.5881712,-2.844802645,0.639282252,-4.449994717,8.59E-06,2.74E-05,0
50.82172961,-1.624966599,0.573959574,-2.831151659,0.004638072,0.009208056,0
824.56501,3.145123512,0.374609104,8.395747676,4.63E-17,5.85E-16,0
8.76183577,-1.635067507,0.582179664,-2.808527346,0.004976866,0.009828437,0
178.9139075,8.043134542,1.250337739,6.432769557,1.25E-10,7.66E-10,0
508.3581526,0.960156891,0.198483899,4.837454796,1.32E-06,4.76E-06,0
18.45194062,-1.911158317,0.597379174,-3.199238274,0.001377912,0.00302778,0
1671.684917,2.606881249,0.158079297,16.49097188,4.26E-61,6.93E-59,0
9.07841034,-3.378066304,0.639611062,-5.281438212,1.28E-07,5.34E-07,0
335.9580677,-3.990445278,0.822662539,-4.850646638,1.23E-06,4.47E-06,0
546.2708165,1.490042829,0.313097114,4.759043637,1.95E-06,6.87E-06,0
41.32372877,-2.442710447,0.629498583,-3.880406587,0.000104282,0.000280367,0
6.516232486,5.558087559,1.295158428,4.291434498,1.78E-05,5.39E-05,0
4981.981045,-1.804462271,0.144158545,-12.5172065,6.01E-36,2.93E-34,0
532.5760419,1.375901652,0.497990007,2.762910163,0.005728853,0.011156406,0
26.70562552,0.890846457,0.442516267,2.013138323,0.04410008,0.07024401,0
497.5326116,1.178175332,0.185991451,6.334567135,2.38E-10,1.41E-09,0
1421.327449,1.540725609,0.239153918,6.4424017,1.18E-10,7.22E-10,0
499.4520275,1.094008614,0.138800382,7.881884756,3.22E-15,3.40E-14,0
500.2012471,-1.463002573,0.325164446,-4.499269806,6.82E-06,2.21E-05,0
1879.945746,-2.836230552,0.846384299,-3.350996178,0.000805214,0.001850051,0
401.3196362,-4.291734109,0.573275171,-7.486342208,7.08E-14,6.43E-13,0
2468.791211,2.459245543,0.260113655,9.454503829,3.25E-21,5.85E-20,0
3.085520114,4.41521994,1.597103428,2.764517227,0.00570071,0.011107332,0
3.136614646,2.578834366,1.05280648,2.44948565,0.014306041,0.025667201,0
76.71791068,3.069090735,1.093755881,2.806010727,0.005015902,0.009897757,0
189.1234205,-3.582860364,0.729902919,-4.908680692,9.17E-07,3.40E-06,0
3.307912129,-3.888861185,1.244829521,-3.124011056,0.001784038,0.003839685,0
48.57883998,-4.00116823,0.463918428,-8.624723637,6.42E-18,8.83E-17,0
6.968241694,-5.804020184,0.486359763,-11.93359447,7.91E-33,3.28E-31,0
13.15919176,-1.702776994,0.591324625,-2.879597639,0.00398183,0.008013571,0
1177.936727,0.870547802,0.26153897,3.328558654,0.000872966,0.001992492,0
6.123886828,5.46355012,1.70914141,3.196663593,0.00139027,0.0030528,0
114.6673222,3.697019143,0.874027242,4.229867179,2.34E-05,6.96E-05,0
237.8068152,1.395470609,0.258449658,5.399390422,6.69E-08,2.90E-07,0
2.239464042,-3.893863108,1.436882755,-2.70993795,0.00672958,0.0129284,0
88.49834477,-10.74605671,0.496417596,-21.64721154,6.46E-104,5.67E-101,0
173.2561637,6.12991746,0.899536911,6.814525765,9.46E-12,6.68E-11,0
29.24628062,5.921394695,0.864041104,6.853140049,7.22E-12,5.18E-11,0
11.92161977,1.486490083,0.732882866,2.02827785,0.042531898,0.068053562,0
13.32866623,-2.531890203,0.687998077,-3.680083257,0.000233158,0.000589235,0
2.193360177,-5.275692039,1.762915776,-2.99259449,0.00276617,0.005743156,0
25.6790589,-5.376020389,0.852994826,-6.302524029,2.93E-10,1.71E-09,0
788.7282449,0.868148665,0.282741995,3.070462398,0.002137276,0.004536286,0
3188.171812,2.027318746,0.504701584,4.016866224,5.90E-05,0.000165055,0
15.38062167,2.892993824,0.907744017,3.187015029,0.001437493,0.003150261,0
19.25815048,-4.190361755,0.809812385,-5.174484649,2.29E-07,9.20E-07,0
22.23772005,-2.830723697,0.405795654,-6.975736846,3.04E-12,2.28E-11,0
2171.18693,-1.767148808,0.246089138,-7.180929744,6.92E-13,5.59E-12,0
42.41544041,-4.083667743,0.461777286,-8.843370749,9.29E-19,1.37E-17,0
107.0900452,0.802983336,0.167762888,4.786418163,1.70E-06,6.04E-06,0
663.0130104,2.545920753,0.369172789,6.896284962,5.34E-12,3.88E-11,0
62.61602701,-1.497658052,0.456781386,-3.278719528,0.001042792,0.002346049,0
4.36300257,1.688200319,0.713333045,2.366636918,0.017950533,0.031433219,0
674.4063577,-2.341039795,0.919665,-2.545535379,0.010911031,0.020041091,0
277.6722181,2.368231349,0.23698388,9.993217046,1.63E-23,3.51E-22,0
4.908972917,-2.165330998,0.688554853,-3.144747273,0.001662304,0.003597177,0
81.11991413,-2.077642698,0.680572431,-3.052787042,0.002267268,0.004787949,0
508.668331,1.202392208,0.216632477,5.550378327,2.85E-08,1.30E-07,0
21.32533819,2.675590787,0.520856977,5.136901113,2.79E-07,1.11E-06,0
1958.988127,-3.08341153,0.262416429,-11.75007047,7.06E-32,2.74E-30,0
21.38282325,-3.322898488,1.025950319,-3.238849315,0.00120013,0.002670564,0
56.41707601,-8.079344241,0.443702567,-18.20891931,4.39E-74,1.20E-71,0
749.9293159,1.512072005,0.280252452,5.395392602,6.84E-08,2.96E-07,0
859.7741356,-3.72283504,0.500106758,-7.444080653,9.76E-14,8.72E-13,0
497.380558,2.767529349,0.570916038,4.847524267,1.25E-06,4.54E-06,0
29.63538494,-2.189297523,0.55118229,-3.97200266,7.13E-05,0.000196502,0
171.7787896,-1.506768039,0.608704534,-2.475368516,0.013309876,0.024027316,0
958.8336928,1.616937568,0.277542723,5.825905107,5.68E-09,2.83E-08,0
13.41519457,6.190860479,1.229266563,5.03622295,4.75E-07,1.83E-06,0
347.6311519,1.038538451,0.293602002,3.537232185,0.000404344,0.000979664,0
1096.47078,-2.66221562,0.428677023,-6.210306306,5.29E-10,3.00E-09,0
171.4783891,0.964130157,0.219597254,4.390447246,1.13E-05,3.55E-05,0
1113.660925,2.456569632,0.257073597,9.555900177,1.23E-21,2.28E-20,0
138.4340636,2.960102831,0.659212364,4.490363038,7.11E-06,2.30E-05,0
51.05092094,1.557207449,0.51690981,3.012532205,0.002590779,0.005407573,0
311.1555324,7.935034258,1.129326771,7.026340346,2.12E-12,1.62E-11,0
294.2282094,1.323350282,0.181501526,7.291124824,3.07E-13,2.59E-12,0
2323.871448,3.826337419,0.340302777,11.24392063,2.48E-29,8.16E-28,0
12.67450821,-5.937177259,0.740053813,-8.022629109,1.04E-15,1.15E-14,0
81.21320496,-4.497664263,0.405975322,-11.07866418,1.59E-28,4.93E-27,0
706.4339582,1.501928385,0.455234904,3.299238197,0.000969476,0.002194188,0
2405.366345,-1.546526768,0.213745574,-7.235362786,4.64E-13,3.82E-12,0
438.1222488,-2.727305006,0.279807629,-9.747071633,1.90E-22,3.77E-21,0
48.26319167,3.167340017,0.577845676,5.481290501,4.22E-08,1.88E-07,0
2.088634303,3.582767362,1.433877645,2.498656265,0.012466517,0.022638085,0
477.2031544,-8.390726965,0.496551809,-16.89798892,4.66E-64,8.61E-62,0
450.629517,8.137211062,0.492351982,16.52722314,2.34E-61,3.88E-59,0
32.06080763,-4.143097669,0.488802407,-8.47601732,2.33E-17,3.02E-16,0
19.52692619,-3.228329177,0.509325757,-6.338436903,2.32E-10,1.37E-09,0
4250.716968,-5.186548266,0.663110444,-7.821545132,5.22E-15,5.36E-14,0
2257.32586,1.928525039,0.270112337,7.139714749,9.35E-13,7.46E-12,0
1847.915423,-2.048973319,0.230095609,-8.904877973,5.34E-19,8.02E-18,0
1054.082501,0.994144602,0.328486175,3.026442746,0.002474497,0.005185229,0
139.4842382,-2.089845148,0.264980485,-7.886788888,3.10E-15,3.28E-14,0
2601.798584,11.06658858,1.208947551,9.153902968,5.49E-20,8.91E-19,0
53.54879042,8.571838042,1.455051339,5.891089761,3.84E-09,1.95E-08,0
301.8223583,1.412202865,0.168648151,8.373663473,5.59E-17,7.02E-16,0
13.3658033,-2.947298416,0.777647217,-3.790019883,0.000150635,0.000393412,0
255.6167662,0.809393475,0.246308934,3.286090611,0.001015883,0.002290564,0
8.266491879,4.733712812,0.961199756,4.924796105,8.44E-07,3.15E-06,0
1580.437928,1.651444217,0.29864731,5.529747513,3.21E-08,1.45E-07,0
3.898150296,-4.292977144,0.73852199,-5.812930691,6.14E-09,3.05E-08,0
43.04908958,-2.185444328,0.56556351,-3.864189057,0.000111459,0.00029809,0
10.67488322,-7.680043909,0.533504646,-14.39545835,5.53E-47,4.74E-45,0
2447.096018,-2.502588639,0.393208706,-6.36453008,1.96E-10,1.17E-09,0
2626.963217,-2.541086568,0.478500294,-5.310522477,1.09E-07,4.60E-07,0
1329.506518,1.536130303,0.272586398,5.635388682,1.75E-08,8.19E-08,0
78.38370422,1.158603868,0.343390121,3.374016308,0.0007408,0.001712376,0
32.93288139,4.117432533,0.910087971,4.524213772,6.06E-06,1.98E-05,0
59.29324387,-1.94626605,0.58750926,-3.312741062,0.000923865,0.002098762,0
9.814492233,6.127690018,1.284156949,4.771760976,1.83E-06,6.48E-06,0
709.6192775,0.810792772,0.147016341,5.514984025,3.49E-08,1.57E-07,0
513.9749687,-2.27777108,0.759385831,-2.99949115,0.00270431,0.005623694,0
43.19899884,-4.711795222,0.791492304,-5.953052476,2.63E-09,1.37E-08,0
9.718998852,-7.54808551,0.539210896,-13.99839204,1.59E-44,1.19E-42,0
4.47340297,-6.334788905,1.112046198,-5.696515949,1.22E-08,5.84E-08,0
1846.272933,0.845551302,0.321741486,2.628045618,0.0085877,0.016135775,0
146.6491107,-5.732707401,0.827921548,-6.924215726,4.38E-12,3.22E-11,0
88.88844007,2.551927901,1.091681631,2.337611834,0.019407393,0.033747828,0
15.45077239,-4.487940637,0.554607416,-8.092103541,5.86E-16,6.68E-15,0
11.82160369,-3.083737384,0.679841246,-4.535966893,5.73E-06,1.89E-05,0
348.8592935,1.214230422,0.273685782,4.436585678,9.14E-06,2.90E-05,0
563.0482358,1.145830276,0.253098678,4.527207666,5.98E-06,1.96E-05,0
9.656923946,-2.237229235,0.759312566,-2.94638774,0.003215091,0.00658427,0
226.7946409,-6.714418283,0.914241045,-7.344253815,2.07E-13,1.78E-12,0
14.42394415,-3.640416137,0.507403338,-7.17460029,7.25E-13,5.83E-12,0
478.9811514,-6.362165172,0.188693718,-33.71688919,3.27E-249,3.08E-245,0
9.224375194,-5.038014703,0.995755776,-5.059488307,4.20E-07,1.64E-06,0
149.3716086,-2.032211765,0.805824807,-2.521902711,0.011672199,0.021316734,0
1054.595461,1.452086402,0.347679955,4.176503076,2.96E-05,8.68E-05,0
287.3387241,1.074765707,0.164125851,6.548424288,5.81E-11,3.71E-10,0
23340.77689,-4.726832086,0.463674903,-10.19428065,2.10E-24,4.83E-23,0
1117.674736,1.340387845,0.273451384,4.901740936,9.50E-07,3.51E-06,0
154.6611267,0.884868651,0.278702305,3.174959932,0.001498572,0.003271196,0
173.1095783,1.228735149,0.146814646,8.369295473,5.80E-17,7.28E-16,0
9.645718718,6.080172441,1.11472763,5.454401844,4.91E-08,2.17E-07,0
423.9280024,-1.813251211,0.409632564,-4.426530925,9.58E-06,3.03E-05,0
213.6032483,0.88383816,0.355178736,2.488432079,0.012830774,0.023235802,0
187.4531279,0.837593389,0.149705447,5.594942647,2.21E-08,1.02E-07,0
706.8219545,0.836138037,0.346399036,2.413800125,0.01578712,0.028039156,0
64.08399046,8.10933929,1.462085689,5.54641862,2.92E-08,1.33E-07,0
158.8529715,-3.592107736,0.580273362,-6.190371594,6.00E-10,3.38E-09,0
58.6298898,-1.6930122,0.227803871,-7.43188511,1.07E-13,9.53E-13,0
9.239627975,-5.599293479,0.981188992,-5.706641149,1.15E-08,5.52E-08,0
14.23849329,-1.592386214,0.533150238,-2.986749515,0.002819606,0.005845853,0
37.76280796,1.811968328,0.672724795,2.693476355,0.007071116,0.013517773,0
2.017517517,-4.344274798,0.962286679,-4.514532825,6.35E-06,2.07E-05,0
105.987709,-10.69681834,0.479512062,-22.30771481,3.11E-110,3.35E-107,0
7.911827583,3.452787841,0.654800323,5.273039305,1.34E-07,5.58E-07,0
722.1310422,-6.3776451,1.074210421,-5.937053833,2.90E-09,1.50E-08,0
7.624792696,-4.950391928,0.653086487,-7.579994419,3.46E-14,3.26E-13,0
43.21264765,-2.532056595,0.493482879,-5.130991783,2.88E-07,1.15E-06,0
295.4191328,2.973411248,0.463680811,6.412625194,1.43E-10,8.69E-10,0
152.5690303,1.821592543,0.138481949,13.15400711,1.61E-39,9.74E-38,0
225.5891459,2.455359171,0.660012545,3.720170457,0.000199088,0.000509724,0
34.10853894,5.232081141,0.98828507,5.294101164,1.20E-07,5.00E-07,0
421.5570124,1.693841753,0.316636962,5.349475757,8.82E-08,3.76E-07,0
2574.439901,10.76942629,1.218466167,8.83851073,9.70E-19,1.42E-17,0
63.52533224,-2.963044766,0.835239016,-3.547541134,0.000388845,0.000944524,0
462.1734777,-1.61940267,0.203342548,-7.963914533,1.67E-15,1.82E-14,0
26.0043567,-2.245995868,0.547997429,-4.098551831,4.16E-05,0.000118945,0
3794.753568,0.992839027,0.318206702,3.120107213,0.001807852,0.003887018,0
22.03694977,-6.015825372,1.137719594,-5.287616918,1.24E-07,5.17E-07,0
670.7859613,-5.10296589,0.285549413,-17.87069301,2.00E-71,5.09E-69,0
1497.987296,1.214315488,0.176231049,6.89047415,5.56E-12,4.03E-11,0
139.9830534,-3.035417095,0.466267899,-6.510028033,7.51E-11,4.72E-10,0
87.66284239,-2.513003301,0.460931891,-5.452005713,4.98E-08,2.20E-07,0
830.6145816,-1.899723296,0.478482757,-3.970306702,7.18E-05,0.00019779,0
182.5893946,1.294163924,0.155483377,8.323487353,8.54E-17,1.06E-15,0
80.29437008,1.651663637,0.509719354,3.240339266,0.001193876,0.002658686,0
2376.648094,1.714541587,0.383073077,4.475755903,7.61E-06,2.45E-05,0
230.6254433,1.644866642,0.31748775,5.180882236,2.21E-07,8.91E-07,0
677.4903724,1.223913554,0.369806565,3.309604723,0.000934278,0.002121141,0
2295.554359,-2.620436437,0.339088888,-7.727874702,1.09E-14,1.09E-13,0
7.928088939,-2.782631198,0.592869893,-4.693493852,2.69E-06,9.28E-06,0
18.93050899,1.509268423,0.476881727,3.16486948,0.001551525,0.003377407,0
630.4119917,-2.659805228,0.41719298,-6.375479347,1.82E-10,1.09E-09,0
127.7011696,-2.048899669,0.610253616,-3.357456005,0.000786633,0.001809672,0
17.28997401,-3.162645356,0.461738844,-6.849424516,7.41E-12,5.30E-11,0
2.89772791,4.365458779,1.832453671,2.3823024,0.017204763,0.030279066,0
22.07107766,-3.047087746,0.504448132,-6.040438163,1.54E-09,8.21E-09,0
18.72901694,-1.577089372,0.584614605,-2.69765647,0.006982946,0.013364115,0
985.5382692,1.482085818,0.381020664,3.889778062,0.000100336,0.00027047,0
234.823961,1.509009855,0.161108767,9.366404353,7.50E-21,1.31E-19,0
15.62583305,-2.618741501,0.549502946,-4.76565507,1.88E-06,6.66E-06,0
1555.315722,1.695459312,0.547099067,3.098998729,0.001941759,0.004151668,0
236.9582244,-3.598409812,0.614580991,-5.855062006,4.77E-09,2.40E-08,0
938.6170598,2.950377892,0.283040376,10.42387639,1.93E-25,4.79E-24,0
7.1720762,-2.18712612,0.605270883,-3.613466603,0.00030213,0.000748354,0
11532.74922,0.932277352,0.303647774,3.070259136,0.002138731,0.004538864,0
20.84774538,7.212975493,2.036934426,3.541093616,0.000398472,0.00096643,0
7.502063148,5.705404147,1.228739979,4.643296583,3.43E-06,1.16E-05,0
3.708529687,3.917782825,1.5717225,2.492668283,0.012678723,0.022985821,0
253.8085791,2.265073659,0.647566114,3.497826105,0.000469067,0.00112275,0
952.3233944,2.256819494,0.253924893,8.887744209,6.24E-19,9.32E-18,0
17.19869191,3.308651324,0.76279582,4.337532056,1.44E-05,4.44E-05,0
757.6182577,-1.838302389,0.182976402,-10.04666378,9.50E-24,2.09E-22,0
411.3808485,1.406501555,0.280183363,5.019932451,5.17E-07,1.98E-06,0
102.5528802,2.138063479,0.39905552,5.357809562,8.42E-08,3.60E-07,0
27.16872694,1.228251957,0.605847577,2.027328331,0.042628846,0.0682029,0
304.4854032,-2.253234271,0.623312659,-3.614934239,0.000300424,0.000744225,0
304.8586163,-1.405465123,0.367065066,-3.828926406,0.000128703,0.000340398,0
322.6062082,1.226740598,0.63293106,1.938189915,0.052600057,0.082149623,0
21.29837499,7.229615551,1.311703661,5.511622607,3.56E-08,1.60E-07,0
5.137363106,-3.234904416,0.487767283,-6.632065179,3.31E-11,2.18E-10,0
31.12626337,-2.016166736,0.49999462,-4.032376859,5.52E-05,0.000155241,0
334.7783215,1.13714621,0.336317423,3.381169494,0.00072178,0.001671689,0
197.3256982,-8.566537247,1.052139155,-8.142019248,3.89E-16,4.51E-15,0
1298.657306,2.026359876,0.308992636,6.557955235,5.46E-11,3.49E-10,0
6.423500413,-1.514658097,0.445455085,-3.400248755,0.000673246,0.001567362,0
237.5723066,-3.231456409,0.550134177,-5.873942297,4.26E-09,2.15E-08,0
6.97087231,-2.070382148,0.581390606,-3.561086345,0.000369324,0.000901005,0
88.84087839,-3.23796744,0.716411363,-4.519704194,6.19E-06,2.02E-05,0
3796.121384,-1.565877304,0.140755309,-11.12481876,9.50E-29,2.99E-27,0
249.8928218,5.516007123,0.760699681,7.251228389,4.13E-13,3.43E-12,0
135.3724554,-3.538025864,0.380281176,-9.303710217,1.36E-20,2.31E-19,0
476.5129587,2.037493225,0.323877167,6.290944326,3.16E-10,1.84E-09,0
590.400136,2.207575555,0.253828032,8.697130627,3.40E-18,4.79E-17,0
22.40416953,1.154126196,0.487064044,2.369557371,0.017809392,0.031216731,0
172.5063744,1.050575086,0.135216139,7.769598323,7.87E-15,7.97E-14,0
790.3159581,5.448650978,0.629475638,8.655856788,4.89E-18,6.81E-17,0
166.1154919,-2.934242025,1.085163173,-2.703963882,0.006851774,0.013135728,0
537.2698298,0.917487298,0.298018761,3.078622618,0.002079599,0.004422826,0
12.23497744,1.789656175,0.462160614,3.872368435,0.000107783,0.000289017,0
281.6498441,1.240767376,0.167758906,7.396134165,1.40E-13,1.23E-12,0
78.15548068,3.019620488,0.729185753,4.141085415,3.46E-05,0.000100279,0
166.785649,-3.255512525,0.231678752,-14.051839,7.51E-45,5.74E-43,0
6.152815288,5.456547703,1.1736341,4.649275019,3.33E-06,1.13E-05,0
121.4975363,-1.609300839,0.434192642,-3.706421258,0.000210209,0.000535361,0
4.934228854,-2.705753148,0.889466733,-3.041994768,0.00235016,0.004945284,0
217.5959762,2.711378408,0.489609775,5.537835526,3.06E-08,1.39E-07,0
430.4752753,1.956592786,0.244594441,7.999334632,1.25E-15,1.38E-14,0
285.8803714,-1.955702679,0.174031424,-11.2376411,2.66E-29,8.75E-28,0
222.6419339,-2.169323977,0.633993712,-3.42168059,0.000622354,0.001458692,0
88.7734178,4.880992321,0.97716378,4.995060626,5.88E-07,2.24E-06,0
136.3252751,1.07008696,0.291183174,3.674961519,0.000237885,0.000600338,0
640.19709,-3.194579184,0.548978031,-5.819138475,5.92E-09,2.95E-08,0
10.82479585,-3.969749455,0.703637253,-5.641755661,1.68E-08,7.90E-08,0
435.875862,5.714668588,0.320053831,17.85533567,2.63E-71,6.65E-69,0
901.573136,0.820523146,0.352001915,2.331018985,0.019752359,0.03428449,0
399.6384513,4.135574848,0.648374048,6.378378129,1.79E-10,1.07E-09,0
20.31459569,0.915797165,0.475061145,1.927745883,0.053886742,0.083888297,0
14.95138316,1.231117593,0.40375969,3.049134482,0.002295017,0.00484113,0
204.9688612,5.216876659,0.419540865,12.43472829,1.69E-35,8.12E-34,0
689.5196649,-7.228968012,0.951962044,-7.593756554,3.11E-14,2.95E-13,0
228.536492,1.554195086,0.375558283,4.138359227,3.50E-05,0.000101369,0
749.9007756,1.406454039,0.189613582,7.417475185,1.19E-13,1.06E-12,0
25.79286302,-3.223717798,0.588429215,-5.478514181,4.29E-08,1.91E-07,0
2478.458373,1.147087491,0.206901784,5.544116013,2.95E-08,1.34E-07,0
2570.315892,1.712019648,0.260252495,6.578302547,4.76E-11,3.07E-10,0
556.0939711,1.575572142,0.230198265,6.844413614,7.68E-12,5.48E-11,0
69.10976021,-2.062757379,0.6156863,-3.350338279,0.000807129,0.001854225,0
1213.494986,-1.464356462,0.134477904,-10.88919757,1.30E-27,3.79E-26,0
389.9486791,0.95659676,0.298472073,3.204979111,0.001350723,0.002973056,0
1494.98757,1.476771116,0.250183268,5.902757311,3.57E-09,1.83E-08,0
14.39656815,5.584120053,0.851301977,6.55950556,5.40E-11,3.46E-10,0
815.2537718,1.068299865,0.248528973,4.298492256,1.72E-05,5.24E-05,0
303.4933488,3.32284502,0.32976992,10.07625261,7.04E-24,1.57E-22,0
525.5265013,2.538034343,0.153761086,16.50635028,3.30E-61,5.42E-59,0
30.02622659,-2.27395715,0.952171553,-2.388180094,0.016932042,0.029840856,0
1570.817121,1.250947018,0.536693317,2.330841428,0.019761723,0.03429601,0
624.9705462,2.888926029,0.308629747,9.36049118,7.94E-21,1.38E-19,0
988.9829383,2.09530911,0.39839158,5.259421173,1.45E-07,5.99E-07,0
84.2913248,5.982914551,0.923568715,6.478039427,9.29E-11,5.78E-10,0
21.24846015,2.401535216,0.575502891,4.172933364,3.01E-05,8.80E-05,0
157.350343,-3.10454383,0.526202075,-5.899907993,3.64E-09,1.86E-08,0
43.93964402,-1.496050548,0.425889355,-3.512768115,0.000443464,0.001066502,0
26.10543087,3.989297645,0.760467245,5.245850718,1.56E-07,6.41E-07,0
109.0247758,8.513540276,1.203179742,7.075867368,1.49E-12,1.16E-11,0
400.2309894,-1.836872431,0.309094682,-5.942750035,2.80E-09,1.45E-08,0
783.8827269,-1.725571823,0.184887011,-9.333115467,1.03E-20,1.77E-19,0
810.9284602,2.354509378,0.328579337,7.165725632,7.74E-13,6.21E-12,0
78.00016826,-2.681518311,0.347521527,-7.716121457,1.20E-14,1.19E-13,0
206.299431,5.21352475,0.64244105,8.11517998,4.85E-16,5.56E-15,0
35.26488069,2.331834131,0.384633668,6.062480552,1.34E-09,7.22E-09,0
430.0430189,-1.796863279,0.250397377,-7.17604673,7.18E-13,5.78E-12,0
535.7557787,5.977527359,0.218976526,27.29757148,4.53E-164,1.55E-160,0
8.105830209,-2.308515862,0.623420146,-3.70298566,0.000213077,0.000542191,0
273.2245259,1.372937432,0.233003484,5.892347221,3.81E-09,1.94E-08,0
1137.451183,2.741003748,0.348076101,7.874725509,3.41E-15,3.59E-14,0
441.9692881,1.212001826,0.236891945,5.116264408,3.12E-07,1.23E-06,0
7.288789294,-3.574939047,0.441550027,-8.096339785,5.66E-16,6.46E-15,0
68.96136664,-1.454945799,0.290922842,-5.001139774,5.70E-07,2.17E-06,0
6.415435461,4.362808132,0.999982445,4.362884723,1.28E-05,3.99E-05,0
1371.456507,1.121870593,0.144822836,7.746503417,9.45E-15,9.49E-14,0
25.55640333,2.503696194,0.879769925,2.845853358,0.004429259,0.008826935,0
138.6403392,0.88444102,0.382308116,2.313424652,0.020699303,0.035778341,0
100.4898181,1.298127683,0.306430981,4.236280811,2.27E-05,6.78E-05,0
93.19388489,-5.10577358,0.462607294,-11.03695002,2.53E-28,7.73E-27,0
864.0265575,2.418888069,0.438778213,5.512780708,3.53E-08,1.59E-07,0
69.91004736,-3.631135831,0.684540283,-5.304488168,1.13E-07,4.74E-07,0
495.6148148,-3.099880815,0.547404133,-5.662874337,1.49E-08,7.04E-08,0
10.2721024,6.195038353,1.317826462,4.700951554,2.59E-06,8.97E-06,0
356.7205612,1.222903286,0.380445812,3.214395442,0.001307195,0.002886171,0
207.388273,1.303912761,0.185749772,7.019727392,2.22E-12,1.69E-11,0
104.2847879,3.540510855,0.960234156,3.687132804,0.000226795,0.000574347,0
411.8520194,1.440253327,0.250958266,5.739015295,9.52E-09,4.61E-08,0
616.3470298,-1.472146814,0.178564206,-8.244355615,1.66E-16,2.01E-15,0
254.4667764,-1.727323153,0.178244415,-9.690756094,3.30E-22,6.44E-21,0
31.36696647,-1.922463014,0.659983046,-2.912897575,0.00358092,0.007271107,0
23.82699139,21.07402127,3.176365305,6.634634005,3.25E-11,2.15E-10,0
1262.793585,-1.715952237,0.272629316,-6.294085541,3.09E-10,1.80E-09,0
4.288803753,4.54912406,1.973987625,2.304535247,0.021192616,0.0365423,0
19.8398692,-2.698050259,0.560397276,-4.814531356,1.48E-06,5.30E-06,0
649.631776,-4.12883625,0.599963201,-6.881815818,5.91E-12,4.27E-11,0
70.64210481,3.568128337,0.767943254,4.646343746,3.38E-06,1.15E-05,0
367.294858,3.786386967,0.813400731,4.655008071,3.24E-06,1.10E-05,0
136.0504416,-4.462135439,1.051465063,-4.24373153,2.20E-05,6.58E-05,0
1871.05072,4.057347623,0.355504369,11.41293322,3.60E-30,1.26E-28,0
1438.298051,1.589411058,0.221112262,7.188253814,6.56E-13,5.31E-12,0
132.4410495,3.164346663,0.37831952,8.364217281,6.05E-17,7.58E-16,0
135.5622299,3.296387536,0.307751632,10.71119432,9.02E-27,2.44E-25,0
358.4633287,1.418238246,0.129486022,10.95282892,6.44E-28,1.91E-26,0
16.32116854,3.757782117,0.733314845,5.124377536,2.99E-07,1.19E-06,0
4.652856974,3.572950405,1.019862092,3.503366222,0.000459417,0.001101568,0
23.21281215,2.08903842,0.34714689,6.017736241,1.77E-09,9.38E-09,0
272.4034504,-1.727599201,0.47473673,-3.63906791,0.000273627,0.000682051,0
2.453027628,4.250028026,1.029330992,4.128922628,3.64E-05,0.000105345,0
861.6617038,12.58040179,1.12938015,11.13920923,8.08E-29,2.56E-27,0
2079.366044,1.320927729,0.311703717,4.237767013,2.26E-05,6.74E-05,0
21.37681525,-4.064945273,0.430876956,-9.434120852,3.94E-21,7.05E-20,0
57.54431965,3.695649091,0.593673778,6.225050239,4.81E-10,2.74E-09,0
1054.645091,1.413857016,0.179599349,7.872283626,3.48E-15,3.65E-14,0
474.8574686,1.135118232,0.220939389,5.137690649,2.78E-07,1.11E-06,0
757.1478387,3.949842033,0.235114769,16.79963387,2.46E-63,4.41E-61,0
